transaction_id,loan_id,transaction_type,transaction_date,accounting_date,entry_id,account_code,account_name,debit_amount,credit_amount,signed_amount
DISB20250108000023,LN000023,disbursement,2025-01-08,2025-01-08,AE_DISB20250108000023_CR,1002,Cash and Bank Deposits,0.0,30000.0,-30000.0
DISB20250108000024,LN000024,disbursement,2025-01-08,2025-01-08,AE_DISB20250108000024_DR,1301,Loans Receivable,30000.0,0.0,30000.0
DISB20250108000024,LN000024,disbursement,2025-01-08,2025-01-08,AE_DISB20250108000024_CR,1002,Cash and Bank Deposits,0.0,30000.0,-30000.0
DISB20250108000025,LN000025,disbursement,2025-01-08,2025-01-08,AE_DISB20250108000025_DR,1301,Loans Receivable,15000.0,0.0,15000.0
DISB20250108000025,LN000025,disbursement,2025-01-08,2025-01-08,AE_DISB20250108000025_CR,1002,Cash and Bank Deposits,0.0,15000.0,-15000.0
DISB20250109000026,LN000026,disbursement,2025-01-09,2025-01-09,AE_DISB20250109000026_DR,1301,Loans Receivable,5000.0,0.0,5000.0
DISB20250109000026,LN000026,disbursement,2025-01-09,2025-01-09,AE_DISB20250109000026_CR,1002,Cash and Bank Deposits,0.0,5000.0,-5000.0
DISB20250109000027,LN000027,disbursement,2025-01-09,2025-01-09,AE_DISB20250109000027_DR,1301,Loans Receivable,30000.0,0.0,30000.0
DISB20250109000027,LN000027,disbursement,2025-01-09,2025-01-09,AE_DISB20250109000027_CR,1002,Cash and Bank Deposits,0.0,30000.0,-30000.0
DISB20250110000028,LN000028,disbursement,2025-01-10,2025-01-10,AE_DISB20250110000028_DR,1301,Loans Receivable,10000.0,0.0,10000.0
DISB20250110000028,LN000028,disbursement,2025-01-10,2025-01-10,AE_DISB20250110000028_CR,1002,Cash and Bank Deposits,0.0,10000.0,-10000.0
DISB20250110000029,LN000029,disbursement,2025-01-10,2025-01-10,AE_DISB20250110000029_DR,1301,Loans Receivable,10000.0,0.0,10000.0
DISB20250110000029,LN000029,disbursement,2025-01-10,2025-01-10,AE_DISB20250110000029_CR,1002,Cash and Bank Deposits,0.0,10000.0,-10000.0
DISB20250110000030,LN000030,disbursement,2025-01-10,2025-01-10,AE_DISB20250110000030_DR,1301,Loans Receivable,20000.0,0.0,20000.0
DISB20250110000030,LN000030,disbursement,2025-01-10,2025-01-10,AE_DISB20250110000030_CR,1002,Cash and Bank Deposits,0.0,20000.0,-20000.0
DISB20250111000031,LN000031,disbursement,2025-01-11,2025-01-11,AE_DISB20250111000031_DR,1301,Loans Receivable,15000.0,0.0,15000.0
DISB20250111000031,LN000031,disbursement,2025-01-11,2025-01-11,AE_DISB20250111000031_CR,1002,Cash and Bank Deposits,0.0,15000.0,-15000.0
DISB20250111000032,LN000032,disbursement,2025-01-11,2025-01-11,AE_DISB20250111000032_DR,1301,Loans Receivable,8000.0,0.0,8000.0
DISB20250111000032,LN000032,disbursement,2025-01-11,2025-01-11,AE_DISB20250111000032_CR,1002,Cash and Bank Deposits,0.0,8000.0,-8000.0
DISB20250111000033,LN000033,disbursement,2025-01-11,2025-01-11,AE_DISB20250111000033_DR,1301,Loans Receivable,30000.0,0.0,30000.0
DISB20250111000033,LN000033,disbursement,2025-01-11,2025-01-11,AE_DISB20250111000033_CR,1002,Cash and Bank Deposits,0.0,30000.0,-30000.0
DISB20250112000034,LN000034,disbursement,2025-01-12,2025-01-12,AE_DISB20250112000034_DR,1301,Loans Receivable,8000.0,0.0,8000.0
DISB20250112000034,LN000034,disbursement,2025-01-12,2025-01-12,AE_DISB20250112000034_CR,1002,Cash and Bank Deposits,0.0,8000.0,-8000.0
DISB20250112000035,LN000035,disbursement,2025-01-12,2025-01-12,AE_DISB20250112000035_DR,1301,Loans Receivable,5000.0,0.0,5000.0
DISB20250112000035,LN000035,disbursement,2025-01-12,2025-01-12,AE_DISB20250112000035_CR,1002,Cash and Bank Deposits,0.0,5000.0,-5000.0
DISB20250112000036,LN000036,disbursement,2025-01-12,2025-01-12,AE_DISB20250112000036_DR,1301,Loans Receivable,15000.0,0.0,15000.0
DISB20250112000036,LN000036,disbursement,2025-01-12,2025-01-12,AE_DISB20250112000036_CR,1002,Cash and Bank Deposits,0.0,15000.0,-15000.0
DISB20250113000037,LN000037,disbursement,2025-01-13,2025-01-13,AE_DISB20250113000037_DR,1301,Loans Receivable,5000.0,0.0,5000.0
DISB20250113000037,LN000037,disbursement,2025-01-13,2025-01-13,AE_DISB20250113000037_CR,1002,Cash and Bank Deposits,0.0,5000.0,-5000.0
DISB20250113000038,LN000038,disbursement,2025-01-13,2025-01-13,AE_DISB20250113000038_DR,1301,Loans Receivable,5000.0,0.0,5000.0
DISB20250113000038,LN000038,disbursement,2025-01-13,2025-01-13,AE_DISB20250113000038_CR,1002,Cash and Bank Deposits,0.0,5000.0,-5000.0
DISB20250114000039,LN000039,disbursement,2025-01-14,2025-01-14,AE_DISB20250114000039_DR,1301,Loans Receivable,10000.0,0.0,10000.0
DISB20250114000039,LN000039,disbursement,2025-01-14,2025-01-14,AE_DISB20250114000039_CR,1002,Cash and Bank Deposits,0.0,10000.0,-10000.0
DISB20250114000040,LN000040,disbursement,2025-01-14,2025-01-14,AE_DISB20250114000040_DR,1301,Loans Receivable,30000.0,0.0,30000.0
DISB20250114000040,LN000040,disbursement,2025-01-14,2025-01-14,AE_DISB20250114000040_CR,1002,Cash and Bank Deposits,0.0,30000.0,-30000.0
DISB20250114000041,LN000041,disbursement,2025-01-14,2025-01-14,AE_DISB20250114000041_DR,1301,Loans Receivable,8000.0,0.0,8000.0
DISB20250114000041,LN000041,disbursement,2025-01-14,2025-01-14,AE_DISB20250114000041_CR,1002,Cash and Bank Deposits,0.0,8000.0,-8000.0
DISB20250115000042,LN000042,disbursement,2025-01-15,2025-01-15,AE_DISB20250115000042_DR,1301,Loans Receivable,10000.0,0.0,10000.0
DISB20250115000042,LN000042,disbursement,2025-01-15,2025-01-15,AE_DISB20250115000042_CR,1002,Cash and Bank Deposits,0.0,10000.0,-10000.0
DISB20250115000043,LN000043,disbursement,2025-01-15,2025-01-15,AE_DISB20250115000043_DR,1301,Loans Receivable,30000.0,0.0,30000.0
DISB20250115000043,LN000043,disbursement,2025-01-15,2025-01-15,AE_DISB20250115000043_CR,1002,Cash and Bank Deposits,0.0,30000.0,-30000.0
DISB20250115000044,LN000044,disbursement,2025-01-15,2025-01-15,AE_DISB20250115000044_DR,1301,Loans Receivable,5000.0,0.0,5000.0
DISB20250115000044,LN000044,disbursement,2025-01-15,2025-01-15,AE_DISB20250115000044_CR,1002,Cash and Bank Deposits,0.0,5000.0,-5000.0
DISB20250115000045,LN000045,disbursement,2025-01-15,2025-01-15,AE_DISB20250115000045_DR,1301,Loans Receivable,20000.0,0.0,20000.0
DISB20250115000045,LN000045,disbursement,2025-01-15,2025-01-15,AE_DISB20250115000045_CR,1002,Cash and Bank Deposits,0.0,20000.0,-20000.0
DISB20250116000046,LN000046,disbursement,2025-01-16,2025-01-16,AE_DISB20250116000046_DR,1301,Loans Receivable,30000.0,0.0,30000.0
DISB20250116000046,LN000046,disbursement,2025-01-16,2025-01-16,AE_DISB20250116000046_CR,1002,Cash and Bank Deposits,0.0,30000.0,-30000.0
DISB20250116000047,LN000047,disbursement,2025-01-16,2025-01-16,AE_DISB20250116000047_DR,1301,Loans Receivable,8000.0,0.0,8000.0
DISB20250116000047,LN000047,disbursement,2025-01-16,2025-01-16,AE_DISB20250116000047_CR,1002,Cash and Bank Deposits,0.0,8000.0,-8000.0
DISB20250116000048,LN000048,disbursement,2025-01-16,2025-01-16,AE_DISB20250116000048_DR,1301,Loans Receivable,20000.0,0.0,20000.0
DISB20250116000048,LN000048,disbursement,2025-01-16,2025-01-16,AE_DISB20250116000048_CR,1002,Cash and Bank Deposits,0.0,20000.0,-20000.0
DISB20250117000049,LN000049,disbursement,2025-01-17,2025-01-17,AE_DISB20250117000049_DR,1301,Loans Receivable,8000.0,0.0,8000.0
DISB20250117000049,LN000049,disbursement,2025-01-17,2025-01-17,AE_DISB20250117000049_CR,1002,Cash and Bank Deposits,0.0,8000.0,-8000.0
DISB20250117000050,LN000050,disbursement,2025-01-17,2025-01-17,AE_DISB20250117000050_DR,1301,Loans Receivable,30000.0,0.0,30000.0
DISB20250117000050,LN000050,disbursement,2025-01-17,2025-01-17,AE_DISB20250117000050_CR,1002,Cash and Bank Deposits,0.0,30000.0,-30000.0
DISB20250117000051,LN000051,disbursement,2025-01-17,2025-01-17,AE_DISB20250117000051_DR,1301,Loans Receivable,30000.0,0.0,30000.0
DISB20250117000051,LN000051,disbursement,2025-01-17,2025-01-17,AE_DISB20250117000051_CR,1002,Cash and Bank Deposits,0.0,30000.0,-30000.0
DISB20250117000052,LN000052,disbursement,2025-01-17,2025-01-17,AE_DISB20250117000052_DR,1301,Loans Receivable,5000.0,0.0,5000.0
DISB20250117000052,LN000052,disbursement,2025-01-17,2025-01-17,AE_DISB20250117000052_CR,1002,Cash and Bank Deposits,0.0,5000.0,-5000.0
DISB20250118000053,LN000053,disbursement,2025-01-18,2025-01-18,AE_DISB20250118000053_DR,1301,Loans Receivable,15000.0,0.0,15000.0
DISB20250118000053,LN000053,disbursement,2025-01-18,2025-01-18,AE_DISB20250118000053_CR,1002,Cash and Bank Deposits,0.0,15000.0,-15000.0
DISB20250118000054,LN000054,disbursement,2025-01-18,2025-01-18,AE_DISB20250118000054_DR,1301,Loans Receivable,10000.0,0.0,10000.0
DISB20250118000054,LN000054,disbursement,2025-01-18,2025-01-18,AE_DISB20250118000054_CR,1002,Cash and Bank Deposits,0.0,10000.0,-10000.0
DISB20250118000055,LN000055,disbursement,2025-01-18,2025-01-18,AE_DISB20250118000055_DR,1301,Loans Receivable,10000.0,0.0,10000.0
DISB20250118000055,LN000055,disbursement,2025-01-18,2025-01-18,AE_DISB20250118000055_CR,1002,Cash and Bank Deposits,0.0,10000.0,-10000.0
DISB20250118000056,LN000056,disbursement,2025-01-18,2025-01-18,AE_DISB20250118000056_DR,1301,Loans Receivable,8000.0,0.0,8000.0
DISB20250118000056,LN000056,disbursement,2025-01-18,2025-01-18,AE_DISB20250118000056_CR,1002,Cash and Bank Deposits,0.0,8000.0,-8000.0
DISB20250119000057,LN000057,disbursement,2025-01-19,2025-01-19,AE_DISB20250119000057_DR,1301,Loans Receivable,8000.0,0.0,8000.0
DISB20250119000057,LN000057,disbursement,2025-01-19,2025-01-19,AE_DISB20250119000057_CR,1002,Cash and Bank Deposits,0.0,8000.0,-8000.0
DISB20250119000058,LN000058,disbursement,2025-01-19,2025-01-19,AE_DISB20250119000058_DR,1301,Loans Receivable,20000.0,0.0,20000.0
DISB20250119000058,LN000058,disbursement,2025-01-19,2025-01-19,AE_DISB20250119000058_CR,1002,Cash and Bank Deposits,0.0,20000.0,-20000.0
DISB20250119000059,LN000059,disbursement,2025-01-19,2025-01-19,AE_DISB20250119000059_DR,1301,Loans Receivable,30000.0,0.0,30000.0
DISB20250119000059,LN000059,disbursement,2025-01-19,2025-01-19,AE_DISB20250119000059_CR,1002,Cash and Bank Deposits,0.0,30000.0,-30000.0
DISB20250120000060,LN000060,disbursement,2025-01-20,2025-01-20,AE_DISB20250120000060_DR,1301,Loans Receivable,15000.0,0.0,15000.0
DISB20250120000060,LN000060,disbursement,2025-01-20,2025-01-20,AE_DISB20250120000060_CR,1002,Cash and Bank Deposits,0.0,15000.0,-15000.0
DISB20250120000061,LN000061,disbursement,2025-01-20,2025-01-20,AE_DISB20250120000061_DR,1301,Loans Receivable,30000.0,0.0,30000.0
DISB20250120000061,LN000061,disbursement,2025-01-20,2025-01-20,AE_DISB20250120000061_CR,1002,Cash and Bank Deposits,0.0,30000.0,-30000.0
DISB20250120000062,LN000062,disbursement,2025-01-20,2025-01-20,AE_DISB20250120000062_DR,1301,Loans Receivable,15000.0,0.0,15000.0
DISB20250120000062,LN000062,disbursement,2025-01-20,2025-01-20,AE_DISB20250120000062_CR,1002,Cash and Bank Deposits,0.0,15000.0,-15000.0
DISB20250121000063,LN000063,disbursement,2025-01-21,2025-01-21,AE_DISB20250121000063_DR,1301,Loans Receivable,15000.0,0.0,15000.0
DISB20250121000063,LN000063,disbursement,2025-01-21,2025-01-21,AE_DISB20250121000063_CR,1002,Cash and Bank Deposits,0.0,15000.0,-15000.0
DISB20250121000064,LN000064,disbursement,2025-01-21,2025-01-21,AE_DISB20250121000064_DR,1301,Loans Receivable,15000.0,0.0,15000.0
DISB20250121000064,LN000064,disbursement,2025-01-21,2025-01-21,AE_DISB20250121000064_CR,1002,Cash and Bank Deposits,0.0,15000.0,-15000.0
DISB20250121000065,LN000065,disbursement,2025-01-21,2025-01-21,AE_DISB20250121000065_DR,1301,Loans Receivable,10000.0,0.0,10000.0
DISB20250121000065,LN000065,disbursement,2025-01-21,2025-01-21,AE_DISB20250121000065_CR,1002,Cash and Bank Deposits,0.0,10000.0,-10000.0
DISB20250121000066,LN000066,disbursement,2025-01-21,2025-01-21,AE_DISB20250121000066_DR,1301,Loans Receivable,10000.0,0.0,10000.0
DISB20250121000066,LN000066,disbursement,2025-01-21,2025-01-21,AE_DISB20250121000066_CR,1002,Cash and Bank Deposits,0.0,10000.0,-10000.0
DISB20250122000067,LN000067,disbursement,2025-01-22,2025-01-22,AE_DISB20250122000067_DR,1301,Loans Receivable,8000.0,0.0,8000.0
DISB20250122000067,LN000067,disbursement,2025-01-22,2025-01-22,AE_DISB20250122000067_CR,1002,Cash and Bank Deposits,0.0,8000.0,-8000.0
DISB20250122000068,LN000068,disbursement,2025-01-22,2025-01-22,AE_DISB20250122000068_DR,1301,Loans Receivable,8000.0,0.0,8000.0
DISB20250122000068,LN000068,disbursement,2025-01-22,2025-01-22,AE_DISB20250122000068_CR,1002,Cash and Bank Deposits,0.0,8000.0,-8000.0
DISB20250122000069,LN000069,disbursement,2025-01-22,2025-01-22,AE_DISB20250122000069_DR,1301,Loans Receivable,20000.0,0.0,20000.0
DISB20250122000069,LN000069,disbursement,2025-01-22,2025-01-22,AE_DISB20250122000069_CR,1002,Cash and Bank Deposits,0.0,20000.0,-20000.0
DISB20250122000070,LN000070,disbursement,2025-01-22,2025-01-22,AE_DISB20250122000070_DR,1301,Loans Receivable,8000.0,0.0,8000.0
DISB20250122000070,LN000070,disbursement,2025-01-22,2025-01-22,AE_DISB20250122000070_CR,1002,Cash and Bank Deposits,0.0,8000.0,-8000.0
DISB20250123000071,LN000071,disbursement,2025-01-23,2025-01-23,AE_DISB20250123000071_DR,1301,Loans Receivable,30000.0,0.0,30000.0
DISB20250123000071,LN000071,disbursement,2025-01-23,2025-01-23,AE_DISB20250123000071_CR,1002,Cash and Bank Deposits,0.0,30000.0,-30000.0
DISB20250123000072,LN000072,disbursement,2025-01-23,2025-01-23,AE_DISB20250123000072_DR,1301,Loans Receivable,10000.0,0.0,10000.0
DISB20250123000072,LN000072,disbursement,2025-01-23,2025-01-23,AE_DISB20250123000072_CR,1002,Cash and Bank Deposits,0.0,10000.0,-10000.0
DISB20250123000073,LN000073,disbursement,2025-01-23,2025-01-23,AE_DISB20250123000073_DR,1301,Loans Receivable,30000.0,0.0,30000.0
DISB20250123000073,LN000073,disbursement,2025-01-23,2025-01-23,AE_DISB20250123000073_CR,1002,Cash and Bank Deposits,0.0,30000.0,-30000.0
DISB20250124000074,LN000074,disbursement,2025-01-24,2025-01-24,AE_DISB20250124000074_DR,1301,Loans Receivable,15000.0,0.0,15000.0
DISB20250124000074,LN000074,disbursement,2025-01-24,2025-01-24,AE_DISB20250124000074_CR,1002,Cash and Bank Deposits,0.0,15000.0,-15000.0
DISB20250124000075,LN000075,disbursement,2025-01-24,2025-01-24,AE_DISB20250124000075_DR,1301,Loans Receivable,20000.0,0.0,20000.0
DISB20250124000075,LN000075,disbursement,2025-01-24,2025-01-24,AE_DISB20250124000075_CR,1002,Cash and Bank Deposits,0.0,20000.0,-20000.0
DISB20250125000076,LN000076,disbursement,2025-01-25,2025-01-25,AE_DISB20250125000076_DR,1301,Loans Receivable,5000.0,0.0,5000.0
DISB20250125000076,LN000076,disbursement,2025-01-25,2025-01-25,AE_DISB20250125000076_CR,1002,Cash and Bank Deposits,0.0,5000.0,-5000.0
DISB20250125000077,LN000077,disbursement,2025-01-25,2025-01-25,AE_DISB20250125000077_DR,1301,Loans Receivable,8000.0,0.0,8000.0
DISB20250125000077,LN000077,disbursement,2025-01-25,2025-01-25,AE_DISB20250125000077_CR,1002,Cash and Bank Deposits,0.0,8000.0,-8000.0
DISB20250125000078,LN000078,disbursement,2025-01-25,2025-01-25,AE_DISB20250125000078_DR,1301,Loans Receivable,5000.0,0.0,5000.0
DISB20250125000078,LN000078,disbursement,2025-01-25,2025-01-25,AE_DISB20250125000078_CR,1002,Cash and Bank Deposits,0.0,5000.0,-5000.0
DISB20250126000079,LN000079,disbursement,2025-01-26,2025-01-26,AE_DISB20250126000079_DR,1301,Loans Receivable,8000.0,0.0,8000.0
DISB20250126000079,LN000079,disbursement,2025-01-26,2025-01-26,AE_DISB20250126000079_CR,1002,Cash and Bank Deposits,0.0,8000.0,-8000.0
DISB20250126000080,LN000080,disbursement,2025-01-26,2025-01-26,AE_DISB20250126000080_DR,1301,Loans Receivable,30000.0,0.0,30000.0
DISB20250126000080,LN000080,disbursement,2025-01-26,2025-01-26,AE_DISB20250126000080_CR,1002,Cash and Bank Deposits,0.0,30000.0,-30000.0
DISB20250126000081,LN000081,disbursement,2025-01-26,2025-01-26,AE_DISB20250126000081_DR,1301,Loans Receivable,5000.0,0.0,5000.0
DISB20250126000081,LN000081,disbursement,2025-01-26,2025-01-26,AE_DISB20250126000081_CR,1002,Cash and Bank Deposits,0.0,5000.0,-5000.0
DISB20250126000082,LN000082,disbursement,2025-01-26,2025-01-26,AE_DISB20250126000082_DR,1301,Loans Receivable,30000.0,0.0,30000.0
DISB20250126000082,LN000082,disbursement,2025-01-26,2025-01-26,AE_DISB20250126000082_CR,1002,Cash and Bank Deposits,0.0,30000.0,-30000.0
DISB20250127000083,LN000083,disbursement,2025-01-27,2025-01-27,AE_DISB20250127000083_DR,1301,Loans Receivable,20000.0,0.0,20000.0
DISB20250127000083,LN000083,disbursement,2025-01-27,2025-01-27,AE_DISB20250127000083_CR,1002,Cash and Bank Deposits,0.0,20000.0,-20000.0
DISB20250127000084,LN000084,disbursement,2025-01-27,2025-01-27,AE_DISB20250127000084_DR,1301,Loans Receivable,5000.0,0.0,5000.0
DISB20250127000084,LN000084,disbursement,2025-01-27,2025-01-27,AE_DISB20250127000084_CR,1002,Cash and Bank Deposits,0.0,5000.0,-5000.0
DISB20250127000085,LN000085,disbursement,2025-01-27,2025-01-27,AE_DISB20250127000085_DR,1301,Loans Receivable,15000.0,0.0,15000.0
DISB20250127000085,LN000085,disbursement,2025-01-27,2025-01-27,AE_DISB20250127000085_CR,1002,Cash and Bank Deposits,0.0,15000.0,-15000.0
DISB20250128000086,LN000086,disbursement,2025-01-28,2025-01-28,AE_DISB20250128000086_DR,1301,Loans Receivable,20000.0,0.0,20000.0
DISB20250128000086,LN000086,disbursement,2025-01-28,2025-01-28,AE_DISB20250128000086_CR,1002,Cash and Bank Deposits,0.0,20000.0,-20000.0
DISB20250128000087,LN000087,disbursement,2025-01-28,2025-01-28,AE_DISB20250128000087_DR,1301,Loans Receivable,10000.0,0.0,10000.0
DISB20250128000087,LN000087,disbursement,2025-01-28,2025-01-28,AE_DISB20250128000087_CR,1002,Cash and Bank Deposits,0.0,10000.0,-10000.0
DISB20250128000088,LN000088,disbursement,2025-01-28,2025-01-28,AE_DISB20250128000088_DR,1301,Loans Receivable,5000.0,0.0,5000.0
DISB20250128000088,LN000088,disbursement,2025-01-28,2025-01-28,AE_DISB20250128000088_CR,1002,Cash and Bank Deposits,0.0,5000.0,-5000.0
DISB20250128000089,LN000089,disbursement,2025-01-28,2025-01-28,AE_DISB20250128000089_DR,1301,Loans Receivable,30000.0,0.0,30000.0
DISB20250128000089,LN000089,disbursement,2025-01-28,2025-01-28,AE_DISB20250128000089_CR,1002,Cash and Bank Deposits,0.0,30000.0,-30000.0
DISB20250129000090,LN000090,disbursement,2025-01-29,2025-01-29,AE_DISB20250129000090_DR,1301,Loans Receivable,8000.0,0.0,8000.0
DISB20250129000090,LN000090,disbursement,2025-01-29,2025-01-29,AE_DISB20250129000090_CR,1002,Cash and Bank Deposits,0.0,8000.0,-8000.0
DISB20250129000091,LN000091,disbursement,2025-01-29,2025-01-29,AE_DISB20250129000091_DR,1301,Loans Receivable,10000.0,0.0,10000.0
DISB20250129000091,LN000091,disbursement,2025-01-29,2025-01-29,AE_DISB20250129000091_CR,1002,Cash and Bank Deposits,0.0,10000.0,-10000.0
DISB20250129000092,LN000092,disbursement,2025-01-29,2025-01-29,AE_DISB20250129000092_DR,1301,Loans Receivable,15000.0,0.0,15000.0
