loan_id,installment_no,due_date,loan_overdue_flag,installment_overdue_flag,installment_settled_flag,due_principal,paid_principal,due_interest,paid_interest,overdue_days,overdue_interest_due,overdue_interest_paid
LN000001,29,2027-06-01,1,0,0,277.78,0.0,166.92,0.0,0,0.0,0.0
LN000001,30,2027-07-01,1,0,0,277.78,0.0,166.92,0.0,0,0.0,0.0
LN000001,31,2027-08-01,1,0,0,277.78,0.0,166.92,0.0,0,0.0,0.0
LN000001,32,2027-09-01,1,0,0,277.78,0.0,166.92,0.0,0,0.0,0.0
LN000001,33,2027-10-01,1,0,0,277.78,0.0,166.92,0.0,0,0.0,0.0
LN000001,34,2027-11-01,1,0,0,277.78,0.0,166.92,0.0,0,0.0,0.0
LN000001,35,2027-12-01,1,0,0,277.78,0.0,166.92,0.0,0,0.0,0.0
LN000001,36,2028-01-01,1,0,0,277.7,0.0,166.92,0.0,0,0.0,0.0
LN000002,1,2025-02-01,0,0,1,1111.11,1111.11,280.33,280.33,0,0.0,0.0
LN000002,2,2025-03-01,0,0,1,1111.11,1111.11,280.33,280.33,0,0.0,0.0
LN000002,3,2025-04-01,0,0,1,1111.11,1111.11,280.33,280.33,0,0.0,0.0
LN000002,4,2025-05-01,0,0,1,1111.11,1111.11,280.33,280.33,0,0.0,0.0
LN000002,5,2025-06-01,0,0,1,1111.11,1111.11,280.33,280.33,0,0.0,0.0
LN000002,6,2025-07-01,0,0,1,1111.11,1111.11,280.33,280.33,0,0.0,0.0
LN000002,7,2025-08-01,0,0,1,1111.11,1111.11,280.33,280.33,0,0.0,0.0
LN000002,8,2025-09-01,0,0,1,1111.11,1111.11,280.33,280.33,0,0.0,0.0
LN000002,9,2025-10-01,0,0,1,1111.11,1111.11,280.33,280.33,0,0.0,0.0
LN000002,10,2025-11-01,0,0,1,1111.11,1111.11,280.33,280.33,0,0.0,0.0
LN000002,11,2025-12-01,0,0,1,1111.11,1111.11,280.33,280.33,0,0.0,0.0
LN000002,12,2026-01-01,0,0,1,1111.11,1111.11,280.33,280.33,0,0.0,0.0
LN000002,13,2026-02-01,0,0,1,1111.11,1111.11,280.33,280.33,0,0.0,0.0
LN000002,14,2026-03-01,0,0,1,1111.11,1111.11,280.33,280.33,0,0.0,0.0
LN000002,15,2026-04-01,0,0,1,1111.11,1111.11,280.33,280.33,0,0.0,0.0
LN000002,16,2026-05-01,0,0,1,1111.11,1111.11,280.33,280.33,0,0.0,0.0
LN000002,17,2026-06-01,0,0,0,1111.11,0.0,280.33,0.0,0,0.0,0.0
LN000002,18,2026-07-01,0,0,0,1111.13,0.0,280.33,0.0,0,0.0,0.0
LN000003,1,2025-02-01,0,0,1,1250.0,1250.0,150.25,150.25,0,0.0,0.0
LN000003,2,2025-03-01,0,0,1,1250.0,1250.0,150.25,150.25,0,0.0,0.0
LN000003,3,2025-04-01,0,0,1,1250.0,1250.0,150.25,150.25,0,0.0,0.0
LN000003,4,2025-05-01,0,0,1,1250.0,1250.0,150.25,150.25,0,0.0,0.0
LN000003,5,2025-06-01,0,0,1,1250.0,1250.0,150.25,150.25,0,0.0,0.0
LN000003,6,2025-07-01,0,0,1,1250.0,1250.0,150.25,150.25,0,0.0,0.0
LN000003,7,2025-08-01,0,0,1,1250.0,1250.0,150.25,150.25,0,0.0,0.0
LN000003,8,2025-09-01,0,0,1,1250.0,1250.0,150.25,150.25,0,0.0,0.0
LN000003,9,2025-10-01,0,0,1,1250.0,1250.0,150.25,150.25,0,0.0,0.0
LN000003,10,2025-11-01,0,0,1,1250.0,1250.0,150.25,150.25,0,0.0,0.0
LN000003,11,2025-12-01,0,0,1,1250.0,1250.0,150.25,150.25,0,0.0,0.0
LN000003,12,2026-01-01,0,0,1,1250.0,1250.0,150.25,150.25,0,0.0,0.0
LN000003,13,2026-02-01,0,0,1,1250.0,1250.0,150.25,150.25,0,0.0,0.0
LN000003,14,2026-03-01,0,0,1,1250.0,1250.0,150.25,150.25,0,0.0,0.0
LN000003,15,2026-04-01,0,0,1,1250.0,1250.0,150.25,150.25,0,0.0,0.0
LN000003,16,2026-05-01,0,0,1,1250.0,1250.0,150.25,150.25,0,0.0,0.0
LN000003,17,2026-06-01,0,0,0,1250.0,0.0,150.25,0.0,0,0.0,0.0
LN000003,18,2026-07-01,0,0,0,1250.0,0.0,150.25,0.0,0,0.0,0.0
LN000003,19,2026-08-01,0,0,0,1250.0,0.0,150.25,0.0,0,0.0,0.0
LN000003,20,2026-09-01,0,0,0,1250.0,0.0,150.25,0.0,0,0.0,0.0
LN000003,21,2026-10-01,0,0,0,1250.0,0.0,150.25,0.0,0,0.0,0.0
LN000003,22,2026-11-01,0,0,0,1250.0,0.0,150.25,0.0,0,0.0,0.0
LN000003,23,2026-12-01,0,0,0,1250.0,0.0,150.25,0.0,0,0.0,0.0
LN000003,24,2027-01-01,0,0,0,1250.0,0.0,150.25,0.0,0,0.0,0.0
LN000004,1,2025-02-02,0,0,1,277.78,277.78,46.83,46.83,0,0.0,0.0
LN000004,2,2025-03-02,0,0,1,277.78,277.78,46.83,46.83,0,0.0,0.0
LN000004,3,2025-04-02,0,0,1,277.78,277.78,46.83,46.83,0,0.0,0.0
LN000004,4,2025-05-02,0,0,1,277.78,277.78,46.83,46.83,0,0.0,0.0
LN000004,5,2025-06-02,0,0,1,277.78,277.78,46.83,46.83,0,0.0,0.0
LN000004,6,2025-07-02,0,0,1,277.78,277.78,46.83,46.83,0,0.0,0.0
LN000004,7,2025-08-02,0,0,1,277.78,277.78,46.83,46.83,0,0.0,0.0
LN000004,8,2025-09-02,0,0,1,277.78,277.78,46.83,46.83,0,0.0,0.0
LN000004,9,2025-10-02,0,0,1,277.78,277.78,46.83,46.83,0,0.0,0.0
LN000004,10,2025-11-02,0,0,1,277.78,277.78,46.83,46.83,0,0.0,0.0
LN000004,11,2025-12-02,0,0,1,277.78,277.78,46.83,46.83,0,0.0,0.0
LN000004,12,2026-01-02,0,0,1,277.78,277.78,46.83,46.83,0,0.0,0.0
LN000004,13,2026-02-02,0,0,1,277.78,277.78,46.83,46.83,0,0.0,0.0
LN000004,14,2026-03-02,0,0,1,277.78,277.78,46.83,46.83,0,0.0,0.0
LN000004,15,2026-04-02,0,0,1,277.78,277.78,46.83,46.83,0,0.0,0.0
LN000004,16,2026-05-02,0,0,1,277.78,277.78,46.83,46.83,0,0.0,0.0
LN000004,17,2026-06-02,0,0,0,277.78,0.0,46.83,0.0,0,0.0,0.0
LN000004,18,2026-07-02,0,0,0,277.74,0.0,46.83,0.0,0,0.0,0.0
LN000005,1,2025-02-02,0,0,1,1666.67,1666.67,190.75,190.75,0,0.0,0.0
LN000005,2,2025-03-02,0,0,1,1666.67,1666.67,190.75,190.75,0,0.0,0.0
LN000005,3,2025-04-02,0,0,1,1666.67,1666.67,190.75,190.75,0,0.0,0.0
LN000005,4,2025-05-02,0,0,1,1666.67,1666.67,190.75,190.75,0,0.0,0.0
LN000005,5,2025-06-02,0,0,1,1666.67,1666.67,190.75,190.75,0,0.0,0.0
LN000005,6,2025-07-02,0,0,1,1666.67,1666.67,190.75,190.75,0,0.0,0.0
LN000005,7,2025-08-02,0,0,1,1666.67,1666.67,190.75,190.75,0,0.0,0.0
LN000005,8,2025-09-02,0,0,1,1666.67,1666.67,190.75,190.75,0,0.0,0.0
LN000005,9,2025-10-02,0,0,1,1666.67,1666.67,190.75,190.75,0,0.0,0.0
LN000005,10,2025-11-02,0,0,1,1666.67,1666.67,190.75,190.75,0,0.0,0.0
LN000005,11,2025-12-02,0,0,1,1666.67,1666.67,190.75,190.75,0,0.0,0.0
LN000005,12,2026-01-02,0,0,1,1666.67,1666.67,190.75,190.75,0,0.0,0.0
LN000005,13,2026-02-02,0,0,1,1666.67,1666.67,190.75,190.75,0,0.0,0.0
LN000005,14,2026-03-02,0,0,1,1666.67,1666.67,190.75,190.75,0,0.0,0.0
LN000005,15,2026-04-02,0,0,1,1666.67,1666.67,190.75,190.75,0,0.0,0.0
LN000005,16,2026-05-02,0,0,1,1666.67,1666.67,190.75,190.75,0,0.0,0.0
LN000005,17,2026-06-02,0,0,0,1666.67,0.0,190.75,0.0,0,0.0,0.0
LN000005,18,2026-07-02,0,0,0,1666.61,0.0,190.75,0.0,0,0.0,0.0
LN000006,1,2025-02-02,1,0,1,555.56,555.56,282.33,282.33,0,0.0,0.0
LN000006,2,2025-03-02,1,0,1,555.56,555.56,282.33,282.33,0,0.0,0.0
LN000006,3,2025-04-02,1,0,1,555.56,555.56,282.33,282.33,0,0.0,0.0
LN000006,4,2025-05-02,1,0,1,555.56,555.56,282.33,282.33,0,0.0,0.0
LN000006,5,2025-06-02,1,0,1,555.56,555.56,282.33,282.33,0,0.0,0.0
LN000006,6,2025-07-02,1,0,1,555.56,555.56,282.33,282.33,0,0.0,0.0
LN000006,7,2025-08-02,1,0,1,555.56,555.56,282.33,282.33,0,0.0,0.0
LN000006,8,2025-09-02,1,0,1,555.56,555.56,282.33,282.33,0,0.0,0.0
LN000006,9,2025-10-02,1,0,1,555.56,555.56,282.33,282.33,0,0.0,0.0
LN000006,10,2025-11-02,1,1,0,555.56,0.0,282.33,0.0,183,70.78,0.0
LN000006,11,2025-12-02,1,1,0,555.56,0.0,282.33,0.0,153,59.17,0.0
LN000006,12,2026-01-02,1,1,0,555.56,0.0,282.33,0.0,122,47.18,0.0
LN000006,13,2026-02-02,1,1,0,555.56,0.0,282.33,0.0,91,35.2,0.0
LN000006,14,2026-03-02,1,1,0,555.56,0.0,282.33,0.0,63,24.37,0.0
LN000006,15,2026-04-02,1,1,0,555.56,0.0,282.33,0.0,32,12.38,0.0
LN000006,16,2026-05-02,1,1,0,555.56,0.0,282.33,0.0,2,0.77,0.0
LN000006,17,2026-06-02,1,0,0,555.56,0.0,282.33,0.0,0,0.0,0.0
LN000006,18,2026-07-02,1,0,0,555.56,0.0,282.33,0.0,0,0.0,0.0
LN000006,19,2026-08-02,1,0,0,555.56,0.0,282.33,0.0,0,0.0,0.0
LN000006,20,2026-09-02,1,0,0,555.56,0.0,282.33,0.0,0,0.0,0.0
LN000006,21,2026-10-02,1,0,0,555.56,0.0,282.33,0.0,0,0.0,0.0
LN000006,22,2026-11-02,1,0,0,555.56,0.0,282.33,0.0,0,0.0,0.0
LN000006,23,2026-12-02,1,0,0,555.56,0.0,282.33,0.0,0,0.0,0.0
LN000006,24,2027-01-02,1,0,0,555.56,0.0,282.33,0.0,0,0.0,0.0
LN000006,25,2027-02-02,1,0,0,555.56,0.0,282.33,0.0,0,0.0,0.0
LN000006,26,2027-03-02,1,0,0,555.56,0.0,282.33,0.0,0,0.0,0.0
LN000006,27,2027-04-02,1,0,0,555.56,0.0,282.33,0.0,0,0.0,0.0
LN000006,28,2027-05-02,1,0,0,555.56,0.0,282.33,0.0,0,0.0,0.0
LN000006,29,2027-06-02,1,0,0,555.56,0.0,282.33,0.0,0,0.0,0.0
LN000006,30,2027-07-02,1,0,0,555.56,0.0,282.33,0.0,0,0.0,0.0
LN000006,31,2027-08-02,1,0,0,555.56,0.0,282.33,0.0,0,0.0,0.0
LN000006,32,2027-09-02,1,0,0,555.56,0.0,282.33,0.0,0,0.0,0.0
LN000006,33,2027-10-02,1,0,0,555.56,0.0,282.33,0.0,0,0.0,0.0
LN000006,34,2027-11-02,1,0,0,555.56,0.0,282.33,0.0,0,0.0,0.0
LN000006,35,2027-12-02,1,0,0,555.56,0.0,282.33,0.0,0,0.0,0.0
LN000006,36,2028-01-02,1,0,0,555.4,0.0,282.33,0.0,0,0.0,0.0
LN000007,1,2025-02-02,1,0,1,1250.0,1250.0,201.75,201.75,0,0.0,0.0
LN000007,2,2025-03-02,1,0,1,1250.0,1250.0,201.75,201.75,0,0.0,0.0
LN000007,3,2025-04-02,1,0,1,1250.0,1250.0,201.75,201.75,0,0.0,0.0
LN000007,4,2025-05-02,1,1,0,1250.0,0.0,201.75,0.0,367,304.28,0.0
LN000007,5,2025-06-02,1,1,0,1250.0,0.0,201.75,0.0,336,278.58,0.0
LN000007,6,2025-07-02,1,1,0,1250.0,0.0,201.75,0.0,306,253.71,0.0
LN000007,7,2025-08-02,1,1,0,1250.0,0.0,201.75,0.0,275,228.01,0.0
LN000007,8,2025-09-02,1,1,0,1250.0,0.0,201.75,0.0,244,202.3,0.0
LN000007,9,2025-10-02,1,1,0,1250.0,0.0,201.75,0.0,214,177.43,0.0
LN000007,10,2025-11-02,1,1,0,1250.0,0.0,201.75,0.0,183,151.73,0.0
LN000007,11,2025-12-02,1,1,0,1250.0,0.0,201.75,0.0,153,126.85,0.0
LN000007,12,2026-01-02,1,1,0,1250.0,0.0,201.75,0.0,122,101.15,0.0
LN000008,1,2025-02-03,0,0,1,416.67,416.67,102.5,102.5,0,0.0,0.0
LN000008,2,2025-03-03,0,0,1,416.67,416.67,102.5,102.5,0,0.0,0.0
LN000008,3,2025-04-03,0,0,1,416.67,416.67,102.5,102.5,0,0.0,0.0
LN000008,4,2025-05-03,0,0,1,416.67,416.67,102.5,102.5,0,0.0,0.0
LN000008,5,2025-06-03,0,0,1,416.67,416.67,102.5,102.5,0,0.0,0.0
LN000008,6,2025-07-03,0,0,1,416.67,416.67,102.5,102.5,0,0.0,0.0
LN000008,7,2025-08-03,0,0,1,416.67,416.67,102.5,102.5,0,0.0,0.0
LN000008,8,2025-09-03,0,0,1,416.67,416.67,102.5,102.5,0,0.0,0.0
LN000008,9,2025-10-03,0,0,1,416.67,416.67,102.5,102.5,0,0.0,0.0
LN000008,10,2025-11-03,0,0,1,416.67,416.67,102.5,102.5,0,0.0,0.0
LN000008,11,2025-12-03,0,0,1,416.67,416.67,102.5,102.5,0,0.0,0.0
LN000008,12,2026-01-03,0,0,1,416.67,416.67,102.5,102.5,0,0.0,0.0
LN000008,13,2026-02-03,0,0,1,416.67,416.67,102.5,102.5,0,0.0,0.0
LN000008,14,2026-03-03,0,0,1,416.67,416.67,102.5,102.5,0,0.0,0.0
LN000008,15,2026-04-03,0,0,1,416.67,416.67,102.5,102.5,0,0.0,0.0
LN000008,16,2026-05-03,0,0,1,416.67,416.67,102.5,102.5,0,0.0,0.0
LN000008,17,2026-06-03,0,0,0,416.67,0.0,102.5,0.0,0,0.0,0.0
LN000008,18,2026-07-03,0,0,0,416.67,0.0,102.5,0.0,0,0.0,0.0
LN000008,19,2026-08-03,0,0,0,416.67,0.0,102.5,0.0,0,0.0,0.0
LN000008,20,2026-09-03,0,0,0,416.67,0.0,102.5,0.0,0,0.0,0.0
LN000008,21,2026-10-03,0,0,0,416.67,0.0,102.5,0.0,0,0.0,0.0
LN000008,22,2026-11-03,0,0,0,416.67,0.0,102.5,0.0,0,0.0,0.0
LN000008,23,2026-12-03,0,0,0,416.67,0.0,102.5,0.0,0,0.0,0.0
LN000008,24,2027-01-03,0,0,0,416.67,0.0,102.5,0.0,0,0.0,0.0
LN000008,25,2027-02-03,0,0,0,416.67,0.0,102.5,0.0,0,0.0,0.0
LN000008,26,2027-03-03,0,0,0,416.67,0.0,102.5,0.0,0,0.0,0.0
LN000008,27,2027-04-03,0,0,0,416.67,0.0,102.5,0.0,0,0.0,0.0
LN000008,28,2027-05-03,0,0,0,416.67,0.0,102.5,0.0,0,0.0,0.0
LN000008,29,2027-06-03,0,0,0,416.67,0.0,102.5,0.0,0,0.0,0.0
LN000008,30,2027-07-03,0,0,0,416.67,0.0,102.5,0.0,0,0.0,0.0
LN000008,31,2027-08-03,0,0,0,416.67,0.0,102.5,0.0,0,0.0,0.0
LN000008,32,2027-09-03,0,0,0,416.67,0.0,102.5,0.0,0,0.0,0.0
LN000008,33,2027-10-03,0,0,0,416.67,0.0,102.5,0.0,0,0.0,0.0
LN000008,34,2027-11-03,0,0,0,416.67,0.0,102.5,0.0,0,0.0,0.0
LN000008,35,2027-12-03,0,0,0,416.67,0.0,102.5,0.0,0,0.0,0.0
LN000008,36,2028-01-03,0,0,0,416.55,0.0,102.5,0.0,0,0.0,0.0
LN000009,1,2025-02-03,1,0,1,1250.0,1250.0,145.12,145.12,0,0.0,0.0
LN000009,2,2025-03-03,1,0,1,1250.0,1250.0,145.12,145.12,0,0.0,0.0
LN000009,3,2025-04-03,1,1,0,1250.0,0.0,145.12,0.0,396,236.18,0.0
LN000009,4,2025-05-03,1,1,0,1250.0,0.0,145.12,0.0,366,218.28,0.0
LN000009,5,2025-06-03,1,1,0,1250.0,0.0,145.12,0.0,335,199.8,0.0
LN000009,6,2025-07-03,1,1,0,1250.0,0.0,145.12,0.0,305,181.9,0.0
LN000009,7,2025-08-03,1,1,0,1250.0,0.0,145.12,0.0,274,163.41,0.0
LN000009,8,2025-09-03,1,1,0,1250.0,0.0,145.12,0.0,243,144.93,0.0
LN000009,9,2025-10-03,1,1,0,1250.0,0.0,145.12,0.0,213,127.03,0.0
LN000009,10,2025-11-03,1,1,0,1250.0,0.0,145.12,0.0,182,108.55,0.0
LN000009,11,2025-12-03,1,1,0,1250.0,0.0,145.12,0.0,152,90.65,0.0
LN000009,12,2026-01-03,1,1,0,1250.0,0.0,145.12,0.0,121,72.16,0.0
LN000010,1,2025-02-03,0,0,1,666.67,666.67,94.0,94.0,0,0.0,0.0
LN000010,2,2025-03-03,0,0,1,666.67,666.67,94.0,94.0,0,0.0,0.0
LN000010,3,2025-04-03,0,0,1,666.67,666.67,94.0,94.0,0,0.0,0.0
LN000010,4,2025-05-03,0,0,1,666.67,666.67,94.0,94.0,0,0.0,0.0
LN000010,5,2025-06-03,0,0,1,666.67,666.67,94.0,94.0,0,0.0,0.0
LN000010,6,2025-07-03,0,0,1,666.67,666.67,94.0,94.0,0,0.0,0.0
LN000010,7,2025-08-03,0,0,1,666.67,666.67,94.0,94.0,0,0.0,0.0
LN000010,8,2025-09-03,0,0,1,666.67,666.67,94.0,94.0,0,0.0,0.0
LN000010,9,2025-10-03,0,0,1,666.67,666.67,94.0,94.0,0,0.0,0.0
LN000010,10,2025-11-03,0,0,1,666.67,666.67,94.0,94.0,0,0.0,0.0
LN000010,11,2025-12-03,0,0,1,666.67,666.67,94.0,94.0,0,0.0,0.0
LN000010,12,2026-01-03,0,0,1,666.63,666.63,94.0,94.0,0,0.0,0.0
LN000011,1,2025-02-04,0,0,1,1666.67,1666.67,216.67,216.67,0,0.0,0.0
LN000011,2,2025-03-04,0,0,1,1666.67,1666.67,216.67,216.67,0,0.0,0.0
LN000011,3,2025-04-04,0,0,1,1666.67,1666.67,216.67,216.67,0,0.0,0.0
LN000011,4,2025-05-04,0,0,1,1666.67,1666.67,216.67,216.67,0,0.0,0.0
LN000011,5,2025-06-04,0,0,1,1666.67,1666.67,216.67,216.67,0,0.0,0.0
LN000011,6,2025-07-04,0,0,1,1666.67,1666.67,216.67,216.67,0,0.0,0.0
LN000011,7,2025-08-04,0,0,1,1666.67,1666.67,216.67,216.67,0,0.0,0.0
LN000011,8,2025-09-04,0,0,1,1666.67,1666.67,216.67,216.67,0,0.0,0.0
LN000011,9,2025-10-04,0,0,1,1666.67,1666.67,216.67,216.67,0,0.0,0.0
LN000011,10,2025-11-04,0,0,1,1666.67,1666.67,216.67,216.67,0,0.0,0.0
LN000011,11,2025-12-04,0,0,1,1666.67,1666.67,216.67,216.67,0,0.0,0.0
LN000011,12,2026-01-04,0,0,1,1666.63,1666.63,216.67,216.67,0,0.0,0.0
LN000012,1,2025-02-04,1,0,1,2500.0,2500.0,197.12,197.12,0,0.0,0.0
LN000012,2,2025-03-04,1,1,0,2500.0,0.0,197.12,0.0,426,690.21,0.0
LN000012,3,2025-04-04,1,1,0,2500.0,0.0,197.12,0.0,395,639.98,0.0
LN000012,4,2025-05-04,1,1,0,2500.0,0.0,197.12,0.0,365,591.38,0.0
LN000012,5,2025-06-04,1,1,0,2500.0,0.0,197.12,0.0,334,541.15,0.0
LN000012,6,2025-07-04,1,1,0,2500.0,0.0,197.12,0.0,304,492.54,0.0
LN000013,1,2025-02-04,0,0,1,208.33,208.33,82.92,82.92,0,0.0,0.0
LN000013,2,2025-03-04,0,0,1,208.33,208.33,82.92,82.92,0,0.0,0.0
LN000013,3,2025-04-04,0,0,1,208.33,208.33,82.92,82.92,0,0.0,0.0
LN000013,4,2025-05-04,0,0,1,208.33,208.33,82.92,82.92,0,0.0,0.0
LN000013,5,2025-06-04,0,0,1,208.33,208.33,82.92,82.92,0,0.0,0.0
LN000013,6,2025-07-04,0,0,1,208.33,208.33,82.92,82.92,0,0.0,0.0
LN000013,7,2025-08-04,0,0,1,208.33,208.33,82.92,82.92,0,0.0,0.0
LN000013,8,2025-09-04,0,0,1,208.33,208.33,82.92,82.92,0,0.0,0.0
LN000013,9,2025-10-04,0,0,1,208.33,208.33,82.92,82.92,0,0.0,0.0
LN000013,10,2025-11-04,0,0,1,208.33,208.33,82.92,82.92,0,0.0,0.0
LN000013,11,2025-12-04,0,0,1,208.33,208.33,82.92,82.92,0,0.0,0.0
LN000013,12,2026-01-04,0,0,1,208.33,208.33,82.92,82.92,0,0.0,0.0
LN000013,13,2026-02-04,0,0,1,208.33,208.33,82.92,82.92,0,0.0,0.0
LN000013,14,2026-03-04,0,0,1,208.33,208.33,82.92,82.92,0,0.0,0.0
LN000013,15,2026-04-04,0,0,1,208.33,208.33,82.92,82.92,0,0.0,0.0
LN000013,16,2026-05-04,0,0,1,208.33,208.33,82.92,82.92,0,0.0,0.0
LN000013,17,2026-06-04,0,0,0,208.33,0.0,82.92,0.0,0,0.0,0.0
LN000013,18,2026-07-04,0,0,0,208.33,0.0,82.92,0.0,0,0.0,0.0
LN000013,19,2026-08-04,0,0,0,208.33,0.0,82.92,0.0,0,0.0,0.0
LN000013,20,2026-09-04,0,0,0,208.33,0.0,82.92,0.0,0,0.0,0.0
LN000013,21,2026-10-04,0,0,0,208.33,0.0,82.92,0.0,0,0.0,0.0
LN000013,22,2026-11-04,0,0,0,208.33,0.0,82.92,0.0,0,0.0,0.0
LN000013,23,2026-12-04,0,0,0,208.33,0.0,82.92,0.0,0,0.0,0.0
LN000013,24,2027-01-04,0,0,0,208.41,0.0,82.92,0.0,0,0.0,0.0
LN000014,1,2025-02-05,0,0,1,416.67,416.67,70.46,70.46,0,0.0,0.0
LN000014,2,2025-03-05,0,0,1,416.67,416.67,70.46,70.46,0,0.0,0.0
LN000014,3,2025-04-05,0,0,1,416.67,416.67,70.46,70.46,0,0.0,0.0
LN000014,4,2025-05-05,0,0,1,416.67,416.67,70.46,70.46,0,0.0,0.0
LN000014,5,2025-06-05,0,0,1,416.67,416.67,70.46,70.46,0,0.0,0.0
LN000014,6,2025-07-05,0,0,1,416.67,416.67,70.46,70.46,0,0.0,0.0
LN000014,7,2025-08-05,0,0,1,416.67,416.67,70.46,70.46,0,0.0,0.0
LN000014,8,2025-09-05,0,0,1,416.67,416.67,70.46,70.46,0,0.0,0.0
LN000014,9,2025-10-05,0,0,1,416.67,416.67,70.46,70.46,0,0.0,0.0
LN000014,10,2025-11-05,0,0,1,416.67,416.67,70.46,70.46,0,0.0,0.0
LN000014,11,2025-12-05,0,0,1,416.67,416.67,70.46,70.46,0,0.0,0.0
LN000014,12,2026-01-05,0,0,1,416.63,416.63,70.46,70.46,0,0.0,0.0
LN000015,1,2025-02-05,0,0,1,416.67,416.67,149.5,149.5,0,0.0,0.0
LN000015,2,2025-03-05,0,0,1,416.67,416.67,149.5,149.5,0,0.0,0.0
LN000015,3,2025-04-05,0,0,1,416.67,416.67,149.5,149.5,0,0.0,0.0
LN000015,4,2025-05-05,0,0,1,416.67,416.67,149.5,149.5,0,0.0,0.0
LN000015,5,2025-06-05,0,0,1,416.67,416.67,149.5,149.5,0,0.0,0.0
LN000015,6,2025-07-05,0,0,1,416.67,416.67,149.5,149.5,0,0.0,0.0
LN000015,7,2025-08-05,0,0,1,416.67,416.67,149.5,149.5,0,0.0,0.0
LN000015,8,2025-09-05,0,0,1,416.67,416.67,149.5,149.5,0,0.0,0.0
LN000015,9,2025-10-05,0,0,1,416.67,416.67,149.5,149.5,0,0.0,0.0
LN000015,10,2025-11-05,0,0,1,416.67,416.67,149.5,149.5,0,0.0,0.0
LN000015,11,2025-12-05,0,0,1,416.67,416.67,149.5,149.5,0,0.0,0.0
LN000015,12,2026-01-05,0,0,1,416.67,416.67,149.5,149.5,0,0.0,0.0
LN000015,13,2026-02-05,0,0,1,416.67,416.67,149.5,149.5,0,0.0,0.0
LN000015,14,2026-03-05,0,0,1,416.67,416.67,149.5,149.5,0,0.0,0.0
LN000015,15,2026-04-05,0,0,1,416.67,416.67,149.5,149.5,0,0.0,0.0
LN000015,16,2026-05-05,0,0,0,416.67,0.0,149.5,0.0,0,0.0,0.0
LN000015,17,2026-06-05,0,0,0,416.67,0.0,149.5,0.0,0,0.0,0.0
LN000015,18,2026-07-05,0,0,0,416.67,0.0,149.5,0.0,0,0.0,0.0
LN000015,19,2026-08-05,0,0,0,416.67,0.0,149.5,0.0,0,0.0,0.0
LN000015,20,2026-09-05,0,0,0,416.67,0.0,149.5,0.0,0,0.0,0.0
