loan_id,disbursement_id,loan_status,is_bad,disbursement_amount,interest_rate,term_months,source_system,region,default_prob,risk_grade
LN000166,DISB20250223000166,closed,0,10000,0.1522,6,internal_core,NY,0.6135178293512553,D – High Risk
LN000167,DISB20250223000167,active,0,30000,0.1761,24,partner_platform,NY,0.4760675277690323,C – Elevated Risk
LN000168,DISB20250224000168,closed,0,20000,0.0633,12,partner_platform,WA,0.45445010061701,C – Elevated Risk
LN000169,DISB20250224000169,closed,0,8000,0.1598,6,partner_platform,NY,0.5909158731378535,D – High Risk
LN000170,DISB20250224000170,closed,0,30000,0.0846,6,partner_platform,TX,0.5922143446752005,D – High Risk
LN000171,DISB20250225000171,closed,0,8000,0.2246,12,partner_platform,WA,0.5945924268737769,D – High Risk
LN000172,DISB20250225000172,written_off,1,8000,0.0899,18,internal_core,CA,0.4371004222301692,B – Moderate Risk
LN000173,DISB20250225000173,active,0,8000,0.0723,18,partner_platform,TX,0.37886726871111237,B – Moderate Risk
LN000174,DISB20250225000174,defaulted,1,10000,0.2309,36,partner_platform,CA,0.3947854284842006,B – Moderate Risk
LN000175,DISB20250226000175,written_off,1,10000,0.2115,6,internal_core,TX,0.6752256319635476,D – High Risk
LN000176,DISB20250226000176,closed,0,8000,0.1454,6,partner_platform,CA,0.5954771366543458,D – High Risk
LN000177,DISB20250226000177,written_off,1,20000,0.1839,12,internal_core,CA,0.6277733568845865,D – High Risk
LN000178,DISB20250227000178,closed,0,15000,0.185,12,internal_core,FL,0.5697783526903984,D – High Risk
LN000179,DISB20250227000179,closed,0,10000,0.2332,6,internal_core,NY,0.6924405963642773,D – High Risk
LN000180,DISB20250227000180,active,0,15000,0.1575,18,internal_core,WA,0.5049367491695812,C – Elevated Risk
LN000181,DISB20250228000181,active,0,5000,0.1764,18,internal_core,NY,0.5025417646044342,C – Elevated Risk
LN000182,DISB20250228000182,closed,0,8000,0.1659,6,internal_core,NY,0.6206987037105937,D – High Risk
LN000183,DISB20250301000183,closed,0,5000,0.0947,12,internal_core,TX,0.47704943125057925,C – Elevated Risk
LN000184,DISB20250301000184,active,0,30000,0.0699,18,internal_core,NY,0.44834482505156725,B – Moderate Risk
LN000185,DISB20250301000185,active,0,30000,0.1673,18,partner_platform,FL,0.5007875575795738,C – Elevated Risk
LN000186,DISB20250301000186,closed,0,20000,0.1554,12,internal_core,FL,0.5516856500451774,D – High Risk
LN000187,DISB20250302000187,active,0,20000,0.1791,36,internal_core,NY,0.36627920033669814,B – Moderate Risk
LN000188,DISB20250302000188,written_off,1,15000,0.1019,18,partner_platform,NY,0.42240554473478253,B – Moderate Risk
LN000189,DISB20250303000189,written_off,1,8000,0.229,18,internal_core,TX,0.5695671404460289,D – High Risk
LN000190,DISB20250303000190,active,0,30000,0.0759,36,internal_core,FL,0.26511158861626744,A – Low Risk
LN000191,DISB20250303000191,closed,0,5000,0.1983,6,internal_core,FL,0.6172756094774784,D – High Risk
LN000192,DISB20250303000192,closed,0,10000,0.1441,12,partner_platform,FL,0.4879595913173867,C – Elevated Risk
LN000193,DISB20250304000193,closed,0,5000,0.2239,6,internal_core,CA,0.6858271996195879,D – High Risk
LN000194,DISB20250304000194,active,0,10000,0.231,36,internal_core,WA,0.397705566037664,B – Moderate Risk
LN000195,DISB20250305000195,active,0,20000,0.2381,24,internal_core,FL,0.5169864900484092,C – Elevated Risk
LN000196,DISB20250305000196,written_off,1,30000,0.1694,36,internal_core,NY,0.37636850168539415,B – Moderate Risk
LN000197,DISB20250305000197,active,0,5000,0.0936,18,internal_core,WA,0.41273320359090676,B – Moderate Risk
LN000198,DISB20250306000198,closed,0,10000,0.1675,6,internal_core,WA,0.627727000337529,D – High Risk
LN000199,DISB20250306000199,active,0,8000,0.1853,18,partner_platform,TX,0.498279608592641,C – Elevated Risk
LN000200,DISB20250307000200,active,0,5000,0.1667,36,internal_core,NY,0.325346980459312,A – Low Risk
LN000201,DISB20250307000201,closed,0,10000,0.0833,6,internal_core,TX,0.544597854579079,C – Elevated Risk
LN000202,DISB20250307000202,written_off,1,5000,0.1192,6,internal_core,WA,0.5602899735118544,D – High Risk
LN000203,DISB20250307000203,active,0,15000,0.1271,18,partner_platform,WA,0.44773075597886525,B – Moderate Risk
LN000204,DISB20250308000204,active,0,20000,0.221,36,partner_platform,CA,0.4049500117714296,B – Moderate Risk
LN000205,DISB20250308000205,closed,0,30000,0.1666,12,partner_platform,TX,0.5965257900002999,D – High Risk
LN000206,DISB20250308000206,closed,0,10000,0.2156,6,partner_platform,TX,0.6572710315262201,D – High Risk
LN000207,DISB20250308000207,written_off,1,10000,0.2161,6,internal_core,WA,0.6752738875455858,D – High Risk
LN000208,DISB20250309000208,active,0,15000,0.1714,24,internal_core,WA,0.46017107393019063,C – Elevated Risk
LN000209,DISB20250309000209,closed,0,10000,0.2182,12,partner_platform,NY,0.5945278037085849,D – High Risk
LN000210,DISB20250309000210,written_off,1,8000,0.2072,36,partner_platform,WA,0.3467927716202539,A – Low Risk
LN000211,DISB20250309000211,written_off,1,20000,0.171,6,internal_core,CA,0.683044448306763,D – High Risk
LN000212,DISB20250310000212,active,0,20000,0.2004,18,internal_core,NY,0.564352951659131,D – High Risk
LN000213,DISB20250310000213,active,0,15000,0.1739,36,partner_platform,WA,0.32799335289627296,A – Low Risk
LN000214,DISB20250310000214,written_off,1,15000,0.0722,18,partner_platform,CA,0.4109576805476136,B – Moderate Risk
LN000215,DISB20250311000215,active,0,5000,0.0704,18,partner_platform,NY,0.3668952840068532,B – Moderate Risk
LN000216,DISB20250311000216,active,0,20000,0.1403,18,partner_platform,TX,0.4787893734009977,C – Elevated Risk
LN000217,DISB20250311000217,written_off,1,20000,0.064,18,partner_platform,TX,0.3979417738334874,B – Moderate Risk
LN000218,DISB20250312000218,closed,0,8000,0.2395,6,internal_core,TX,0.6950841642274652,D – High Risk
LN000219,DISB20250312000219,active,0,20000,0.1849,24,internal_core,NY,0.4874254938641656,C – Elevated Risk
LN000220,DISB20250312000220,closed,0,10000,0.1092,6,partner_platform,FL,0.5167324059330028,C – Elevated Risk
LN000221,DISB20250313000221,active,0,20000,0.1749,18,internal_core,CA,0.5572144056283287,D – High Risk
LN000222,DISB20250313000222,written_off,1,8000,0.2209,12,internal_core,WA,0.6143106640438346,D – High Risk
LN000223,DISB20250313000223,written_off,1,15000,0.1613,24,partner_platform,TX,0.42995181967051843,B – Moderate Risk
LN000224,DISB20250313000224,written_off,1,5000,0.0764,18,partner_platform,NY,0.372928090093927,B – Moderate Risk
LN000225,DISB20250314000225,active,0,15000,0.0659,24,internal_core,NY,0.3522582961853157,B – Moderate Risk
LN000226,DISB20250314000226,closed,0,5000,0.0602,6,partner_platform,FL,0.4461585508635793,B – Moderate Risk
LN000227,DISB20250314000227,active,0,5000,0.0889,36,partner_platform,WA,0.23703065085554523,A – Low Risk
LN000228,DISB20250314000228,active,0,20000,0.0869,36,partner_platform,NY,0.260300656829996,A – Low Risk
LN000229,DISB20250315000229,closed,0,5000,0.2148,6,partner_platform,TX,0.6401305003165196,D – High Risk
LN000230,DISB20250315000230,active,0,5000,0.0785,24,internal_core,FL,0.31931782613534376,A – Low Risk
LN000231,DISB20250315000231,closed,0,8000,0.1188,12,internal_core,CA,0.5278924036693552,C – Elevated Risk
LN000232,DISB20250316000232,closed,0,15000,0.1244,12,partner_platform,NY,0.5080732774427056,C – Elevated Risk
LN000233,DISB20250316000233,active,0,8000,0.0674,24,partner_platform,CA,0.3354312929402454,A – Low Risk
LN000234,DISB20250317000234,closed,0,30000,0.1671,6,partner_platform,CA,0.6891345811996407,D – High Risk
LN000235,DISB20250317000235,written_off,1,8000,0.1726,24,internal_core,TX,0.4505388455800018,C – Elevated Risk
LN000236,DISB20250317000236,closed,0,15000,0.1675,12,internal_core,TX,0.581917367251284,D – High Risk
LN000237,DISB20250318000237,active,0,10000,0.1905,24,internal_core,FL,0.44317467564408813,B – Moderate Risk
LN000238,DISB20250318000238,active,0,8000,0.1192,24,partner_platform,WA,0.3665769111085699,B – Moderate Risk
LN000239,DISB20250318000239,closed,0,10000,0.0891,12,partner_platform,TX,0.46002502222050606,C – Elevated Risk
LN000240,DISB20250319000240,written_off,1,10000,0.0747,18,internal_core,TX,0.4094581701768179,B – Moderate Risk
LN000241,DISB20250319000241,closed,0,5000,0.2113,6,internal_core,WA,0.6546753623644843,D – High Risk
LN000242,DISB20250320000242,active,0,15000,0.1924,24,partner_platform,FL,0.4321510279632477,B – Moderate Risk
LN000243,DISB20250320000243,active,0,5000,0.139,36,partner_platform,NY,0.27943823603914775,A – Low Risk
LN000244,DISB20250320000244,closed,0,8000,0.2027,12,internal_core,TX,0.6002672235943538,D – High Risk
LN000245,DISB20250321000245,active,0,10000,0.1721,36,internal_core,CA,0.3583680171349448,B – Moderate Risk
LN000246,DISB20250321000246,active,0,30000,0.0923,24,internal_core,NY,0.4112341379652929,B – Moderate Risk
LN000247,DISB20250321000247,active,0,20000,0.1387,24,internal_core,WA,0.4365285846972644,B – Moderate Risk
LN000248,DISB20250321000248,closed,0,5000,0.1793,6,internal_core,TX,0.6274358084112287,D – High Risk
LN000249,DISB20250322000249,closed,0,20000,0.0616,6,partner_platform,FL,0.5012899224956916,C – Elevated Risk
LN000250,DISB20250322000250,closed,0,10000,0.2191,12,partner_platform,WA,0.5941018482163327,D – High Risk
LN000251,DISB20250322000251,active,0,5000,0.1409,18,internal_core,FL,0.43678995966310574,B – Moderate Risk
LN000252,DISB20250323000252,active,0,5000,0.169,36,internal_core,FL,0.30351695221895564,A – Low Risk
LN000253,DISB20250323000253,defaulted,1,15000,0.1403,24,internal_core,TX,0.43187778646185604,B – Moderate Risk
